"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","PRY","Paraguay","2020","2020",1.3062,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","PRY","Paraguay","2021","2021",1.14885,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IRN","Iran (Islamic Republic of)","2016","2016",0.91577,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IRN","Iran (Islamic Republic of)","2017","2017",1.04217,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IRN","Iran (Islamic Republic of)","2018","2018",1.19723,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IRN","Iran (Islamic Republic of)","2019","2019",1.10111,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IRN","Iran (Islamic Republic of)","2020","2020",1.09577,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LKA","Sri Lanka","2016","2016",0.87899,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LKA","Sri Lanka","2017","2017",0.71279,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LKA","Sri Lanka","2018","2018",0.48678,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LKA","Sri Lanka","2019","2019",0.42924,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LKA","Sri Lanka","2020","2020",0.39917,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CRI","Costa Rica","2016","2016",1.58246,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CRI","Costa Rica","2017","2017",1.6712,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CRI","Costa Rica","2018","2018",1.56631,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CRI","Costa Rica","2019","2019",1.48401,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CRI","Costa Rica","2020","2020",1.41792,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","POL","Poland","2016","2016",1.47705,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","POL","Poland","2017","2017",1.44418,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","POL","Poland","2018","2018",1.45528,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","POL","Poland","2019","2019",1.25694,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TGO","Togo","2016","2016",0.5905,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","HUN","Hungary","2016","2016",0.6569,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","HUN","Hungary","2017","2017",0.67398,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","HUN","Hungary","2018","2018",0.66396,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","HUN","Hungary","2019","2019",0.5329,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ZMB","Zambia","2016","2016",2.52794,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ZMB","Zambia","2017","2017",2.51196,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BTN","Bhutan","2016","2016",0.41647,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BTN","Bhutan","2017","2017",0.45059,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BTN","Bhutan","2018","2018",0.44245,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BTN","Bhutan","2019","2019",0.35618,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BTN","Bhutan","2020","2020",0.38601,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BTN","Bhutan","2021","2021",0.6441,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CAN","Canada","2016","2016",1.61437,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CAN","Canada","2017","2017",1.65412,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CAN","Canada","2018","2018",1.63139,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CAN","Canada","2019","2019",1.56344,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLV","El Salvador","2016","2016",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLV","El Salvador","2017","2017",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLV","El Salvador","2018","2018",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLV","El Salvador","2019","2019",,"a","Category not applicable"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","OMN","Oman","2019","2019",0.10355,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","OMN","Oman","2020","2020",0.10904,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CZE","Czechia","2016","2016",0.78208,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CZE","Czechia","2017","2017",0.7904,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CZE","Czechia","2018","2018",0.90371,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CZE","Czechia","2019","2019",0.92594,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BRB","Barbados","2016","2016",1.53363,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BRB","Barbados","2019","2019",1.34065,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BRB","Barbados","2020","2020",1.32464,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BRB","Barbados","2021","2021",1.53365,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BRB","Barbados","2022","2022",1.82897,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","KGZ","Kyrgyzstan","2017","2017",0.79645,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","KGZ","Kyrgyzstan","2021","2021",0.54973,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2016","2016",0.46956,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2017","2017",0.39807,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2018","2018",0.38708,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2019","2019",0.41932,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2020","2020",0.39774,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2021","2021",0.358,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","WSM","Samoa","2016","2016",1.47497,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MDV","Maldives","2016","2016",0.98635,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MDV","Maldives","2017","2017",0.74558,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MDV","Maldives","2018","2018",0.82948,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MDV","Maldives","2019","2019",0.81597,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MDV","Maldives","2021","2021",1.42587,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","FIN","Finland","2016","2016",0.75417,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","FIN","Finland","2017","2017",0.71163,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","FIN","Finland","2018","2018",0.74175,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","FIN","Finland","2019","2019",0.77335,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","VAT","Holy See","2016","2016",,"a","Category not applicable"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","VAT","Holy See","2017","2017",,"a","Category not applicable"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","VAT","Holy See","2018","2018",,"a","Category not applicable"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","VAT","Holy See","2019","2019",,"a","Category not applicable"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","VAT","Holy See","2020","2020",,"a","Category not applicable"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","VAT","Holy See","2021","2021",,"a","Category not applicable"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","VAT","Holy See","2022","2022",,"a","Category not applicable"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AUS","Australia","2016","2016",0.23288,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AUS","Australia","2017","2017",0.23107,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AUS","Australia","2018","2018",0.21717,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AUS","Australia","2019","2019",0.26575,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ISL","Iceland","2016","2016",0.94561,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ISL","Iceland","2017","2017",1.0129,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ISL","Iceland","2018","2018",1.06417,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ISL","Iceland","2019","2019",1.02975,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LBR","Liberia","2016","2016",1.5388,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LBR","Liberia","2021","2021",0.19244,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CHE","Switzerland","2016","2016",0.39793,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CHE","Switzerland","2017","2017",0.40365,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CHE","Switzerland","2018","2018",0.40141,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MNG","Mongolia","2016","2016",1.10811,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MNG","Mongolia","2017","2017",1.01301,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MNG","Mongolia","2018","2018",2.83568,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MNG","Mongolia","2019","2019",2.71405,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MNG","Mongolia","2020","2020",1.05213,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MNG","Mongolia","2021","2021",1.37775,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GRD","Grenada","2017","2017",0.19412,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","KNA","Saint Kitts and Nevis","2021","2021",0.41471,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","IRL","Ireland","2016","2016",0.68445,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","IRL","Ireland","2017","2017",0.60323,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","IRL","Ireland","2018","2018",0.57943,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","IRL","Ireland","2019","2019",0.57317,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PRY","Paraguay","2016","2016",0.48689,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PRY","Paraguay","2020","2020",0.70305,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PRY","Paraguay","2021","2021",0.60824,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AND","Andorra","2016","2016",0.4114,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AND","Andorra","2017","2017",0.38322,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AND","Andorra","2018","2018",0.3859,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AND","Andorra","2019","2019",0.37259,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","HTI","Haiti","2021","2021",0.118,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BLR","Belarus","2016","2016",1.19959,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BLR","Belarus","2017","2017",1.14853,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BLR","Belarus","2018","2018",1.13964,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BLR","Belarus","2019","2019",1.1827,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BLR","Belarus","2020","2020",1.19771,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BLR","Belarus","2021","2021",1.13043,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","TUR","Türkiye","2016","2016",0.82935,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","TUR","Türkiye","2017","2017",0.71206,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","TUR","Türkiye","2018","2018",0.72311,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","TUR","Türkiye","2019","2019",0.83343,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2016","2016",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2017","2017",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2018","2018",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2019","2019",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2020","2020",,"a","Category not applicable"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CHL","Chile","2016","2016",0.53499,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CHL","Chile","2017","2017",0.55312,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CHL","Chile","2018","2018",0.55009,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CHL","Chile","2019","2019",0.58659,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NPL","Nepal","2016","2016",1.15602,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NPL","Nepal","2017","2017",1.21939,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NPL","Nepal","2018","2018",1.33156,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NPL","Nepal","2019","2019",1.48584,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NPL","Nepal","2020","2020",1.79447,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NPL","Nepal","2021","2021",1.61175,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ALB","Albania","2016","2016",0.72702,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ALB","Albania","2017","2017",0.62656,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ALB","Albania","2019","2019",0.69903,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","KHM","Cambodia","2016","2016",1.16226,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","KHM","Cambodia","2017","2017",1.28635,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","KHM","Cambodia","2018","2018",1.48208,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","KHM","Cambodia","2020","2020",1.76128,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","KHM","Cambodia","2021","2021",1.75379,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","COK","Cook Islands","2016","2016",,"a","Category not applicable"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","NOR","Norway","2016","2016",0.74875,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","NOR","Norway","2017","2017",0.71799,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","NOR","Norway","2018","2018",0.68892,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","NOR","Norway","2019","2019",0.72343,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MWI","Malawi","2016","2016",1.09723,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","DOM","Dominican Republic","2016","2016",0.08859,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","DOM","Dominican Republic","2017","2017",0.12854,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","DOM","Dominican Republic","2018","2018",0.2752,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","DOM","Dominican Republic","2019","2019",0.23678,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","DOM","Dominican Republic","2020","2020",0.14822,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","DOM","Dominican Republic","2021","2021",0.19977,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","UKR","Ukraine","2016","2016",1.0433,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","UKR","Ukraine","2017","2017",1.25805,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","UKR","Ukraine","2018","2018",1.3027,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","UKR","Ukraine","2019","2019",1.29144,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","UKR","Ukraine","2020","2020",1.30626,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2016","2016",0.85152,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2018","2018",0.81716,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2021","2021",1.19229,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NZL","New Zealand","2016","2016",2.28354,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NZL","New Zealand","2017","2017",2.26868,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NZL","New Zealand","2018","2018",2.14348,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NZL","New Zealand","2019","2019",1.74139,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","AFG","Afghanistan","2016","2016",0.12735,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","AFG","Afghanistan","2017","2017",0.07652,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MUS","Mauritius","2016","2016",3.11104,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MUS","Mauritius","2017","2017",3.0777,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MUS","Mauritius","2018","2018",2.93202,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MUS","Mauritius","2019","2019",2.82475,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MUS","Mauritius","2020","2020",2.75791,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MUS","Mauritius","2021","2021",2.86654,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MCO","Monaco","2016","2016",0.43134,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MCO","Monaco","2019","2019",0.40223,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MCO","Monaco","2021","2021",1.01252,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MEX","Mexico","2016","2016",1.0349,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MEX","Mexico","2017","2017",0.91027,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MEX","Mexico","2018","2018",0.92426,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MEX","Mexico","2019","2019",0.87635,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LCA","Saint Lucia","2016","2016",0.64919,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LCA","Saint Lucia","2018","2018",0.55599,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LCA","Saint Lucia","2019","2019",0.5299,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LCA","Saint Lucia","2020","2020",0.54544,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SVK","Slovakia","2016","2016",0.83071,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SVK","Slovakia","2017","2017",0.78454,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SVK","Slovakia","2018","2018",0.75352,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SVK","Slovakia","2019","2019",0.78028,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MSR","Montserrat","2016","2016",0.98478,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MSR","Montserrat","2017","2017",1.11006,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MSR","Montserrat","2018","2018",1.14504,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MSR","Montserrat","2019","2019",1.25672,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MSR","Montserrat","2020","2020",1.20545,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MSR","Montserrat","2021","2021",1.10973,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ARG","Argentina","2016","2016",0.93057,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ARG","Argentina","2017","2017",0.88591,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ARG","Argentina","2018","2018",0.71832,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ARG","Argentina","2019","2019",0.7294,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ARG","Argentina","2020","2020",0.82449,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TCD","Chad","2018","2018",0.03666,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TCD","Chad","2020","2020",0.03687,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TCD","Chad","2021","2021",0.03142,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLI","Mali","2016","2016",0.00992,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLI","Mali","2017","2017",0.01333,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLI","Mali","2021","2021",0.00597,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","IDN","Indonesia","2017","2017",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","IDN","Indonesia","2018","2018",,"a","Category not applicable"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWE","Sweden","2016","2016",2.08685,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWE","Sweden","2017","2017",2.1224,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWE","Sweden","2018","2018",2.19517,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWE","Sweden","2019","2019",2.16745,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DOM","Dominican Republic","2016","2016",1.27364,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DOM","Dominican Republic","2017","2017",1.5644,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DOM","Dominican Republic","2018","2018",1.24822,,
